,TF,batch,louvain,n_counts,n_genes,percent_mito,dpt_pseudotime,discrete_time,split,cell_type,Cluster Enriched TFs_colors,highlight_celltype,Depth_from_root,Cluster Enriched TFs,velocity_self_transition,condition,condition_counts,clusters_gradients,terminal_states,terminal_states_probs,member_12-1_absorption,member_11-1_absorption,member_11-0_absorption,member_7-1_absorption,member_12-0_absorption,member_10_absorption,member_5_absorption,member_15_absorption,member_14_absorption
"R1.78,R2.30,R3.59,P1.54-0-1-0",TFORF0783-SEBOX,0,4,4323.0,2780,0.02752718,0.024063505,0.024063505,train,Squamous epithelial cells,others,squamous epithelial,6.0,others,0.0,TFORF0783-SEBOX,33,15,,0.6467461134766747,0.06122950191029042,0.08458781357793987,0.10416888692924527,0.0777397694423481,0.10086396575701947,0.14951605478114055,0.1332495268708419,0.15882166184303068,0.129823074176866
"R1.42,R2.68,R3.04,P1.55-0-3-0",TFORF0783-SEBOX,0,1,3704.0,2452,0.024028078,0.029557293,0.029557293,val,Metanephric cells,others,metanephric,7.0,others,0.0,TFORF0783-SEBOX,33,15,,0.7255856493473937,0.06081933902887266,0.08445952449009578,0.10464611014375169,0.0784377682663245,0.10094663222224846,0.14819408000114062,0.1320773677689916,0.16540540900633283,0.12501400151195552
"R1.80,R2.55,R3.38,P1.15-3-1-0",TFORF0783-SEBOX,0,3,3497.0,2351,0.02344867,0.062530294,0.062530294,train,Squamous epithelial cells,others,squamous epithelial,7.0,others,0.0,TFORF0783-SEBOX,33,14,,0.5431506896196033,0.06113423682602697,0.08360635716419347,0.1035418638709986,0.07595604365044512,0.1002517141741648,0.14657786804347378,0.13176143941099389,0.15308656106205618,0.14408445547437032
"R1.59,R2.34,R3.77,P1.23-0-2-0",TFORF0783-SEBOX,0,16,7103.0,3823,0.016049556,0.039461356,0.039461356,train,Inhibitory neurons,others,others,12.0,others,0.0,TFORF0783-SEBOX,33,15,,0.7426937658418362,0.06114984638273236,0.08502904896956824,0.10449279983783019,0.07823802915889631,0.10075519274734347,0.14933461452001084,0.1322977126269449,0.159601753325167,0.12910132568196667
"R1.72,R2.03,R3.81,P1.31-1-2-0",TFORF0783-SEBOX,0,7-0,5762.0,3390,0.027247483,0.042513277,0.042513277,train,Smooth muscle cells,others,smooth muscle,8.0,others,0.0,TFORF0783-SEBOX,33,15,,0.6426627556515103,0.061818264078677194,0.08485845752094451,0.10146891135867327,0.08640151814998816,0.10888637171645713,0.1463510123496374,0.13266223589656131,0.1623706222446856,0.11518222745431987
"R1.80,R2.75,R3.58,P1.30-0-0",TFORF0783-SEBOX,0,1,1289.0,1103,0.020170676,0.033397257,0.033397257,train,Ciliated epithelial cells,others,ciliated epithelial,23.0,others,0.0,TFORF0783-SEBOX,33,15,,0.729098406925659,0.06066955419026634,0.08417403754507334,0.10398375305872258,0.07825452907675606,0.1006357973638896,0.14801776223138916,0.13232513480258895,0.16734909977810317,0.12459057428378914
"R1.41,R2.43,R3.83,P1.62-1-1-0",TFORF0783-SEBOX,0,11-0,3537.0,2439,0.02318349,0.11167082,0.11167082,train,STC2_TLX1 positive cells,others,others,9.0,others,0.0,TFORF0783-SEBOX,33,15,,0.38777728389197497,0.054199754867612644,0.08630435076194636,0.24449264544639993,0.06977314536748382,0.10015154632369162,0.11407931205866012,0.10823072104777315,0.12610014862600738,0.09666861806779166
"R1.27,R2.02,R3.46,P1.15-3-1-0",TFORF0783-SEBOX,0,6,2806.0,1875,0.022808269,0.06011545,0.06011545,train,Inhibitory neurons,others,others,11.0,others,0.0,TFORF0783-SEBOX,33,15,,0.8023209831955779,0.06125211611889665,0.08455266211141074,0.10410148430198743,0.0773094273178606,0.10063257858181318,0.15014102010792293,0.13248398267855008,0.15736721943231277,0.13216054681229955
"R1.19,R2.65,R3.63,P1.15-3-1-0",TFORF0783-SEBOX,0,5,3721.0,2383,0.024993282,0.11901056,0.11901056,train,Bronchiolar and alveolar epithelial cells,others,bronchiolar and alveolar epithelial,7.0,others,0.0,TFORF0783-SEBOX,33,5,,0.4788610376375683,0.05827806223257251,0.08061078522014531,0.09735845514958907,0.07324403779105063,0.09542392501782253,0.1362235273960751,0.19570318228279932,0.14548241773976814,0.11767664635065077
"R1.22,R2.92,R3.66,P1.47-3-2-0",TFORF0783-SEBOX,0,4,8228.0,4228,0.021147301,0.02796355,0.02796355,train,Inhibitory neurons,others,others,7.0,others,0.0,TFORF0783-SEBOX,33,15,,0.6622771324886731,0.06075575927881363,0.08370840051664148,0.10415158721269142,0.07729406285316832,0.1001796376804715,0.1548771005703491,0.13133870501411624,0.15822245121424072,0.12947250243011704
"R1.35,R2.38,R3.66,P1.62-1-1-0",TFORF0783-SEBOX,0,1,2027.0,1562,0.021213615,0.0353187,0.0353187,train,Inhibitory neurons,others,others,7.0,others,0.0,TFORF0783-SEBOX,33,15,,0.7407612051604696,0.06063002402991873,0.08415046960402396,0.10406940685010273,0.07852408189843488,0.10089657850547407,0.14840291292731148,0.1315150439686638,0.16768765761046162,0.12412401867530055
"R1.79,R2.42,R3.06,P1.47-3-2-0",TFORF0783-SEBOX,0,5,3532.0,2349,0.015005662,0.26602376,0.26602376,train,Smooth muscle cells,others,smooth muscle,10.0,others,0.0,TFORF0783-SEBOX,33,5,5,0.9713946864546911,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"R1.71,R2.70,R3.24,P1.31-1-2-0",TFORF0783-SEBOX,0,5,3245.0,2256,0.02157165,0.12250746,0.12250746,test,STC2_TLX1 positive cells,others,others,7.0,others,0.0,TFORF0783-SEBOX,33,5,,0.537404986955542,0.056482176108907566,0.07862396432026984,0.09471758329833532,0.07199816307439535,0.09321022261351876,0.13206146015834377,0.21789291494453386,0.14141692954884133,0.11359766115024646
"R1.29,R2.03,R3.68,P1.55-0-3-0",TFORF0783-SEBOX,0,4,4113.0,2639,0.026015075,0.031084908,0.031084908,train,Squamous epithelial cells,others,squamous epithelial,9.0,others,0.0,TFORF0783-SEBOX,33,15,,0.6164632408266341,0.06141141345656841,0.08484090839556035,0.10375422067720942,0.07733680301144934,0.10091202660533223,0.1486596773667129,0.13406084333858656,0.15562068716883032,0.1334036536228011
"R1.54,R2.79,R3.55,P1.16-3-3-0",TFORF0783-SEBOX,0,3,3591.0,2411,0.026455026,0.08254763,0.08254763,val,Squamous epithelial cells,others,squamous epithelial,8.0,others,0.0,TFORF0783-SEBOX,33,14,,0.6249477765619524,0.06101847592448233,0.08328215232065107,0.10360341992497113,0.07550477825064365,0.10017773605113181,0.1460182147012273,0.13097892335029823,0.1520577519454134,0.14735930185627635
"R1.51,R2.53,R3.82,P1.22-0-0",TFORF1407-ZNF559,0,9-0,2037.0,1543,0.01963672,0.03336392,0.03336392,test,Squamous epithelial cells,others,squamous epithelial,12.0,others,0.0,TFORF1407-ZNF559,27,15,,0.5970014751563136,0.059903367568854844,0.08141685989313979,0.10040825220222652,0.0755517485342476,0.09861786308699205,0.1768920337786277,0.13021673980657594,0.1530922034925633,0.12390094608181583
"R1.66,R2.12,R3.88,P1.30-0-0",TFORF1407-ZNF559,0,0,3026.0,2133,0.019167218,0.039807394,0.039807394,train,Squamous epithelial cells,others,squamous epithelial,5.0,others,0.0,TFORF1407-ZNF559,27,15,,0.5687909288153465,0.06162193629016837,0.08449448994494531,0.10521450845518178,0.07706210314464407,0.101002111145533,0.14611780826229484,0.13408602299620437,0.15405185786349296,0.13634962256138028
"R1.73,R2.25,R3.17,P1.22-0-0",TFORF1407-ZNF559,0,5,2295.0,1708,0.020915033,0.09705562,0.09705562,train,STC2_TLX1 positive cells,others,others,6.0,others,0.0,TFORF1407-ZNF559,27,5,,0.42198816994567934,0.05907618719974851,0.0818184252481541,0.09854919199879203,0.07436615684350316,0.09723942705844693,0.1377866128626229,0.18524912248686237,0.14679097700521127,0.11912479970468694
"R1.95,R2.68,R3.17,P1.38-0-0",TFORF1407-ZNF559,0,7-0,1964.0,1386,0.014256619,0.026126875,0.026126875,train,Stromal cells,others,stromal,7.0,others,0.0,TFORF1407-ZNF559,27,15,,0.6429196182166365,0.06078131507578378,0.08339334302565972,0.10241185592712557,0.08132555932541118,0.10249321209769449,0.15495222122437263,0.13117443867242923,0.15935284588230716,0.12411521297130015
"R1.50,R2.23,R3.38,P1.54-0-1-0",TFORF1407-ZNF559,0,5,5796.0,3346,0.021911664,0.100696824,0.100696824,train,STC2_TLX1 positive cells,others,others,6.0,others,0.0,TFORF1407-ZNF559,27,5,,0.4299422941420322,0.05922217736380779,0.08182899983775375,0.09908095446830299,0.074394780441396,0.09683257364737957,0.1383356171672158,0.1821703533779105,0.14811243613923947,0.12002300871841041
"R1.13,R2.45,R3.37,P1.62-1-1-0",TFORF1407-ZNF559,0,6,5976.0,3407,0.018741634,0.031903945,0.031903945,val,Erythroblasts,others,others,5.0,others,0.0,TFORF1407-ZNF559,27,15,,0.6761558211326745,0.06134423318688668,0.08448952522508192,0.10416000468613536,0.0776793788558647,0.1007595888238194,0.14982379951890654,0.13266635102194135,0.1585106392844061,0.130566768645709
"R1.05,R2.11,R3.51,P1.07-2-1-0",TFORF1407-ZNF559,0,4,1500.0,1115,0.012,0.034485154,0.034485154,val,Intestinal epithelial cells,others,intestinal epithelial,23.0,others,0.0,TFORF1407-ZNF559,27,15,,0.6194592212807961,0.0610293915672492,0.08370652754638713,0.10355474170783674,0.07679290687682798,0.1002795465021176,0.15192200624376168,0.13184390729345932,0.15562561706887415,0.13524577713100144
"R1.67,R2.36,R3.20,P1.07-2-1-0",TFORF1407-ZNF559,0,0,7547.0,4031,0.019345434,0.04777079,0.04777079,val,Ciliated epithelial cells,others,ciliated epithelial,10.0,others,0.0,TFORF1407-ZNF559,27,15,,0.5515903523410257,0.061362037915642854,0.0838745330679205,0.10446552801030747,0.07615104268455063,0.10081792010925944,0.14782847096398224,0.13205370243527453,0.15369936703204107,0.13974783368053526
"R1.36,R2.34,R3.18,P1.15-3-1-0",TFORF1407-ZNF559,0,0,6903.0,3844,0.018687528,0.05195352,0.05195352,train,Squamous epithelial cells,others,squamous epithelial,23.0,others,0.0,TFORF1407-ZNF559,27,15,,0.5451530849663038,0.06184932921651241,0.08418269314050368,0.10450559283916752,0.07607609864476618,0.10114713417432046,0.14619068452610895,0.1322246105942713,0.15313351539001346,0.14069084916012417
"R1.42,R2.33,R3.25,P1.15-3-1-0",TFORF1407-ZNF559,0,0,6112.0,3433,0.027323298,0.046381857,0.046381857,train,Erythroblasts,others,others,4.0,others,0.0,TFORF1407-ZNF559,27,15,,0.5583407229158122,0.061566212665560234,0.08430845135572224,0.10422819412308311,0.07700343927688133,0.10089810203388155,0.1460674512904765,0.13374632381585114,0.15397625616558563,0.13820609925707625
"R1.65,R2.58,R3.57,P1.23-0-2-0",TFORF1407-ZNF559,0,2,4292.0,2738,0.022367194,0.031961303,0.031961303,train,Erythroblasts,others,others,23.0,others,0.0,TFORF1407-ZNF559,27,15,,0.6448067248646123,0.0614507627109337,0.0846488423750586,0.10409125281168576,0.07725949150834917,0.10083339969767677,0.14916929531196738,0.13321747670721656,0.15674385335267438,0.13258577442535963
"R1.76,R2.33,R3.10,P1.31-1-2-0",TFORF1407-ZNF559,0,2,4271.0,2745,0.024584407,0.04029744,0.04029744,train,Squamous epithelial cells,others,squamous epithelial,6.0,others,0.0,TFORF1407-ZNF559,27,15,,0.6290800642374681,0.06145918792059072,0.0844250733205152,0.10402810824606722,0.0770527453931672,0.10078888375697138,0.1487134343357938,0.13319801209078072,0.1557436445314248,0.1345908928342697
"R1.12,R2.03,R3.75,P1.39-2-2-0",TFORF1407-ZNF559,0,6,2391.0,1774,0.025512338,0.046839632,0.046839632,train,Intestinal epithelial cells,others,intestinal epithelial,8.0,others,0.0,TFORF1407-ZNF559,27,15,,0.7444177973705732,0.061268819902336874,0.08455805448020762,0.1040890980129878,0.07727042330432826,0.10063722879115629,0.14993951756504578,0.13257751337906937,0.15718275306116655,0.13247736939199972
"R1.22,R2.40,R3.06,P1.39-2-2-0",TFORF1407-ZNF559,0,6,2248.0,1584,0.018238435,0.050681178,0.050681178,train,Inhibitory neurons,others,others,10.0,others,0.0,TFORF1407-ZNF559,27,15,,0.7828597633490206,0.06122902673147262,0.08447909167627864,0.10406263332420776,0.07725381410191831,0.10060439916983127,0.15018229876850658,0.1324255285864569,0.15718258710809957,0.13258161401274698
"R1.28,R2.26,R3.67,P1.39-2-2-0",TFORF1407-ZNF559,0,1,8796.0,4394,0.017166894,0.03143605,0.03143605,train,Inhibitory neurons,others,others,7.0,others,0.0,TFORF1407-ZNF559,27,15,,0.6940027179277929,0.061088729303176964,0.08432368673077778,0.10458315938932485,0.07787545780068161,0.10071185349532695,0.14983579828927268,0.13220344778757598,0.16072092565228466,0.12865717809952723
"R1.73,R2.22,R3.79,P1.47-3-2-0",TFORF1407-ZNF559,0,4,6688.0,3671,0.024072966,0.032204974,0.032204974,train,Inhibitory neurons,others,others,5.0,others,0.0,TFORF1407-ZNF559,27,15,,0.6515565570729449,0.06096645498066886,0.08374680068638914,0.10357092763559257,0.07752666235021802,0.10028772772983656,0.1533844684673067,0.1319526338393551,0.15677773325332864,0.13178684456804904
"R1.33,R2.13,R3.35,P1.55-0-3-0",TFORF1407-ZNF559,0,1,5635.0,3328,0.017746229,0.030270465,0.030270465,test,STC2_TLX1 positive cells,others,others,6.0,others,0.0,TFORF1407-ZNF559,27,15,,0.7006672014944144,0.06132357957638535,0.08461901730365058,0.1046289237749336,0.07823430165485548,0.1009553965346762,0.14841809226276104,0.13243336743194542,0.16254008108724474,0.12684748234033869
"R1.49,R2.59,R3.41,P1.55-0-3-0",TFORF1407-ZNF559,0,3,4597.0,2879,0.018925386,0.1141714,0.1141714,test,Intestinal epithelial cells,others,intestinal epithelial,9.0,others,0.0,TFORF1407-ZNF559,27,14,,0.7833198632459946,0.06067660199256574,0.08289064822676556,0.10305982452131222,0.07521258766505896,0.09970658109835344,0.145568075263815,0.1303090381061697,0.15161869232255726,0.15095928896181074
"R1.13,R2.57,R3.87,P1.63-1-3-0",TFORF1407-ZNF559,0,3,3628.0,2333,0.033902977,0.06777467,0.06777467,train,Intestinal epithelial cells,others,intestinal epithelial,11.0,others,0.0,TFORF1407-ZNF559,27,14,,0.6072321885666986,0.061035647838400715,0.08352246373216084,0.10354535398596164,0.07598914534186675,0.10023423403686682,0.1473118499436958,0.13151761104540338,0.1533252369545543,0.1435192609818375
"R1.26,R2.37,R3.52,P1.24-0-4-0",TFORF1407-ZNF559,0,2,5082.0,3048,0.02558048,0.043091167,0.043091167,train,Ciliated epithelial cells,others,ciliated epithelial,9.0,others,0.0,TFORF1407-ZNF559,27,15,,0.6371242561464686,0.06142154554119136,0.08438309415750597,0.10396287162453335,0.07698201038856163,0.10073609872494373,0.14916135437704447,0.13285364961840207,0.15577770894858292,0.13472163086777222
"R1.57,R2.76,R3.76,P1.24-0-4-0",TFORF1407-ZNF559,0,6,3373.0,2303,0.018974207,0.045319945,0.045319945,train,Ciliated epithelial cells,others,ciliated epithelial,8.0,others,0.0,TFORF1407-ZNF559,27,15,,0.7373696794446626,0.06131112427284601,0.08465858801957,0.10415513008531649,0.07735040501830003,0.10068571828920596,0.14975542858547716,0.1327021274640082,0.15741758996281402,0.13196462543208543
"R1.15,R2.11,R3.93,P1.32-1-4-0",TFORF1407-ZNF559,0,7-0,800.0,700,0.0175,0.0516126,0.0516126,train,Smooth muscle cells,others,smooth muscle,23.0,others,0.0,TFORF1407-ZNF559,27,15,,0.47948015656019105,0.06885026153514455,0.08664156469165663,0.12690784962197146,0.08408688182923511,0.12062405489551065,0.13332888985542138,0.1281376607661198,0.14338970160234818,0.10803315798321779
"R1.64,R2.23,R3.21,P1.40-2-4-0",TFORF1407-ZNF559,0,1,3106.0,2158,0.023824856,0.025065284,0.025065284,train,Squamous epithelial cells,others,squamous epithelial,6.0,others,0.0,TFORF1407-ZNF559,27,15,,0.6966774056675694,0.06101669528421123,0.08453455101014112,0.10420222454862628,0.07866127318401643,0.10145345073659064,0.147762167688621,0.13260331067391187,0.16486393534152283,0.12490257092653972
"R1.37,R2.52,R3.89,P1.48-3-4-0",TFORF1407-ZNF559,0,3,2564.0,1891,0.019110765,0.062907085,0.062907085,train,Squamous epithelial cells,others,squamous epithelial,7.0,others,0.0,TFORF1407-ZNF559,27,14,,0.5694469893488886,0.060734157576835694,0.08302497414388149,0.10294844815429524,0.07538162118996461,0.09966405653860716,0.1454368631479953,0.13068217327484893,0.15190266449432138,0.15022566458975578
"R1.58,R2.75,R3.37,P1.48-3-4-0",TFORF1407-ZNF559,0,1,2038.0,1550,0.019136408,0.022708934,0.022708934,train,Bronchiolar and alveolar epithelial cells,others,bronchiolar and alveolar epithelial,7.0,others,0.0,TFORF1407-ZNF559,27,15,,0.6799908684995083,0.058445701825632156,0.08186296915518346,0.10032894807058848,0.07678723753181231,0.09709852897214233,0.1398755321419051,0.128459543294947,0.19764345556299345,0.11949831997741382
"R1.71,R2.25,R3.03,P1.48-3-4-0",TFORF1407-ZNF559,0,4,2067.0,1596,0.022738269,0.032187227,0.032187227,train,Intestinal epithelial cells,others,intestinal epithelial,23.0,others,0.0,TFORF1407-ZNF559,27,15,,0.6211565307998852,0.06114984233907773,0.08390442138297881,0.1035760694732852,0.07688433924856526,0.10041420957188736,0.1516738014910027,0.13227839946892536,0.155614218355085,0.13450486921398327
"R1.85,R2.17,R3.67,P1.48-3-4-0",TFORF1407-ZNF559,0,12-0,1767.0,1410,0.02320317,0.15254886,0.15254886,train,Squamous epithelial cells,others,squamous epithelial,11.0,others,0.0,TFORF1407-ZNF559,27,11-1,,0.3700961927035209,0.05483430657249571,0.2905796006640791,0.09497754289738103,0.051545261840865005,0.1451707000484995,0.09355584813005863,0.08786912836460671,0.10016072277189071,0.08130698130706265
"R1.40,R2.96,R3.54,P1.46-0-0",TFORF2975-NAT10,0,1,4925.0,2981,0.026598984,0.013507099,0.013507099,val,Bronchiolar and alveolar epithelial cells,others,bronchiolar and alveolar epithelial,5.0,others,0.0,TFORF2975-NAT10,5,15,,0.6246655698691883,0.0610423294774409,0.08550204869021893,0.1044280875282703,0.08079976432778568,0.10079351766570674,0.14586055391901578,0.13359731890428447,0.16174175851485792,0.12623490599224688
